"date","unit_session_id","Age","BHI_A_1_r","BHI_A_2_r","BHI_A_3","BHI_A_4","BHI_C_1","BHI_C_2_r","BHI_C_3","BHI_C_4_r","BHI_E_1","BHI_E_2_r","BHI_E_3_r","BHI_E_4","BHI_HH_1","BHI_HH_2_r","BHI_HH_3_r","BHI_HH_4_r","BHI_O_1","BHI_O_2_r","BHI_O_3","BHI_O_4","BHI_X_1_r","BHI_X_2","BHI_X_3","BHI_X_4_r","Corona","Curfew_1","Curfew_1_1","Curfew_1_2","Curfew_2","Curfew_2_1","Curfew_2_2","Curfew_2_3","Gender","Household_Size","Left_Right_Politics","Nationality","Residence","Risk_Duration","Risk_Freq","Risk_Quarantine","survey","ToP_Amount","ToP_Freqency","ToP_Inhouse","ToP_Ratio","Residence_County","version","BHI_HH_2","BHI_HH_3","BHI_HH_4","HH","BHI_E_2","BHI_E_3","E","BHI_X_1","BHI_X_4","X","BHI_A_1","BHI_A_2","A","BHI_C_2","BHI_C_4","C","BHI_O_2","O","Personal_Mobility_Restriction","Public_Transport_Restriction","Quarantine_Duration","continent","Germany","USA","German","American","Europe","Americas","Rest"
2020-03-24,5331626,26,4,4,3,2,4,4,3,3,3,2,4,4,2,2,2,2,4,2,4,4,2,4,4,3,4,1,2,1,1,1,1,1,1,2,2,"DE","DE",NA,0,2,1,2,2,5,2,"Schleswig-Holstein","german",4,4,4,3.5,4,2,3.25,4,3,3.75,2,2,2.25,2,3,3,4,4,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5331904,28,3,5,3,4,5,2,4,5,3,4,4,5,2,5,3,3,3,3,5,5,1,5,5,3,5,2,NA,NA,1,1,1,2,2,3,4,"CH","CH",NA,0,2,1,3,3,7,2,NA,"german",1,3,3,2.25,2,2,3,5,3,4.5,3,1,2.75,4,1,3.5,3,4,0,0,0,"Europe",0,0,0,0,1,0,0
2020-03-24,5332122,26,3,3,4,5,4,2,4,3,4,2,5,4,5,1,1,4,3,2,3,5,2,2,4,3,2,1,1,1,1,1,1,1,1,2,5,"DE","DE",NA,0,2,1,3,3,5,2,"Brandenburg","german",5,5,2,4.25,4,1,3.25,4,3,3.25,3,3,3.75,4,3,3.75,4,3.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5332198,62,4,2,4,4,4,4,3,4,3,4,4,3,3,2,4,3,4,2,3,4,1,2,4,2,4,1,1,1,1,1,1,1,1,1,3,"DE","DE",NA,0,2,1,1,1,3,2,"Baden-Wuerttemberg","german",4,2,3,3,2,2,2.5,5,4,3.75,2,4,3.5,2,2,2.75,4,3.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5332269,31,3,4,3,4,4,4,4,3,3,4,4,3,2,1,4,2,3,1,3,4,2,4,4,3,7,1,1,1,1,1,1,1,1,3,4,"DE","DE",NA,0,2,1,1,1,3,2,"Niedersachsen","german",5,2,4,3.25,2,2,2.5,4,3,3.75,3,2,3,2,3,3.25,5,3.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5332358,41,2,4,3,4,4,3,4,2,2,5,5,4,5,1,3,2,5,1,5,4,1,5,4,1,3,1,1,1,1,1,1,1,1,2,5,"DE","DE",NA,1,2,1,2,2,3,2,"Berlin","german",5,3,4,4.25,1,1,2,5,5,4.75,4,2,3.25,3,4,3.75,5,4.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5332519,30,3,2,4,1,4,3,4,4,2,4,2,5,4,1,2,2,5,2,4,5,1,4,4,1,6,1,2,1,1,1,1,1,1,3,3,"DE","DE",NA,0,2,1,1,1,4,2,"Nordrhein-Westfalen","german",5,4,4,4.25,2,4,3.25,5,5,4.5,3,4,3,3,2,3.25,4,4.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5332595,25,3,4,3,4,5,1,5,2,3,2,5,4,4,1,2,1,3,1,3,3,1,4,4,2,7,1,1,1,1,1,1,1,1,2,5,"DE","DE",NA,0,2,1,1,2,5,2,"Hessen","german",5,4,5,4.5,4,1,3,5,4,4.25,3,2,3,5,4,4.75,5,3.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5332611,56,4,3,3,3,4,2,4,3,4,3,4,3,3,1,2,3,4,2,4,4,2,4,4,2,5,1,1,1,1,1,1,1,1,3,6,"DE","AT",NA,0,2,1,2,2,3,2,NA,"german",5,4,3,3.75,3,2,3,4,4,4,2,3,2.75,4,3,3.75,4,4,1,1,0,"Europe",0,0,1,0,1,0,0
2020-03-24,5332624,29,4,2,3,4,5,4,5,3,3,1,4,3,4,1,2,3,4,1,4,5,1,3,4,2,7,2,NA,NA,1,1,1,2,1,3,4,"DE","DE",NA,0,2,1,2,2,6,2,"Berlin","german",5,4,3,4,5,2,3.25,5,4,4,2,4,3.25,2,3,3.75,5,4.5,0,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5332626,21,3,4,3,4,2,4,3,3,3,1,5,4,5,1,1,3,4,1,5,5,1,4,4,1,5,1,1,1,1,1,1,1,1,2,5,"DE","DE",4,1,1,1,3,2,4,2,"Bayern","german",5,5,3,4.5,5,1,3.25,5,5,4.5,3,2,3,2,3,2.5,5,4.75,1,1,4,"Europe",1,0,1,0,1,0,0
2020-03-24,5332680,24,4,4,2,4,4,4,3,2,2,2,2,2,3,2,1,1,4,1,1,4,1,4,4,3,2,1,1,2,1,1,1,1,2,4,1,"DE","DE",NA,0,2,1,2,2,4,2,"Nordrhein-Westfalen","german",4,5,5,4.25,4,4,3,5,3,4,2,2,2.5,2,4,3.25,5,3.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5332688,28,2,4,2,4,4,3,4,2,1,2,4,3,1,3,2,1,4,1,4,5,1,4,4,2,1,1,1,1,1,1,1,1,1,4,3,"DE","DE",NA,0,2,1,1,1,2,1,"Nordrhein-Westfalen","german",3,4,5,3.25,4,2,2.5,5,4,4.25,4,2,3,3,4,3.75,5,4.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5332698,27,4,4,2,3,3,2,3,2,4,2,4,4,5,1,2,2,3,1,4,5,1,4,4,1,8,2,NA,NA,1,1,1,1,1,3,4,"DE","DE",NA,2,2,1,3,1,3,2,"Hessen","german",5,4,4,4.5,4,2,3.5,5,5,4.5,2,2,2.25,4,4,3.5,5,4.25,0,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5332746,23,4,3,3,4,3,4,4,2,2,4,4,4,4,1,1,1,4,2,5,4,1,3,4,2,3,1,1,1,1,1,1,1,1,4,2,"DE","DE",NA,0,2,1,1,1,1,1,"Nordrhein-Westfalen","german",5,5,5,4.75,2,2,2.5,5,4,4,2,3,3,2,4,3.25,4,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5332754,24,4,3,4,3,4,4,4,1,4,2,4,5,4,1,2,1,4,1,4,4,1,4,4,2,4,1,1,1,1,1,1,1,1,3,3,"DE","DE",NA,0,2,1,2,2,4,2,"Thueringen","german",5,4,5,4.5,4,2,3.75,5,4,4.25,2,3,3,2,5,3.75,5,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5332766,45,4,3,3,2,3,3,4,3,4,4,4,4,3,3,3,3,5,1,4,4,2,1,3,2,5,1,1,1,1,1,1,2,2,1,3,"DE","DE",NA,0,2,1,2,2,6,2,"Sachsen","german",3,3,3,3,2,2,3,4,4,3,2,3,2.5,3,3,3.25,5,4.5,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5332768,42,4,5,3,1,5,4,3,3,1,3,5,5,4,1,3,1,4,1,5,5,2,2,3,2,7,1,1,1,1,1,1,1,1,3,5,"DE","DE",NA,0,2,1,1,1,4,2,"Bayern","german",5,3,5,4.25,3,1,2.5,4,4,3.25,2,1,1.75,2,3,3.25,5,4.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5332808,34,2,4,4,2,2,4,5,2,1,3,4,4,2,1,1,1,5,1,5,5,1,5,5,4,3,1,1,1,1,1,1,1,1,2,1,"DE","DE",NA,1,2,1,1,1,3,2,"Berlin","german",5,5,5,4.25,3,2,2.5,5,2,4.25,4,2,3,2,4,3.25,5,5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5332825,28,2,1,1,2,3,1,3,3,3,2,4,5,2,1,4,3,5,1,5,4,1,5,4,1,1,1,2,1,1,1,1,2,1,1,3,"DE","DE",NA,0,2,1,1,1,1,2,"Berlin","german",5,2,3,3,4,2,3.5,5,5,4.75,4,5,3,5,3,3.5,5,4.75,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5332852,40,4,5,2,4,4,3,3,1,3,4,5,4,4,4,2,4,2,2,1,4,4,2,2,2,2,1,1,1,1,1,1,2,2,1,4,"DE","DE",NA,0,2,1,1,1,3,2,"Berlin","german",2,4,2,3,2,1,2.5,2,4,2.5,2,1,2.25,3,5,3.75,4,2.75,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5332884,34,2,2,4,4,4,2,3,3,4,2,3,5,4,1,1,1,3,3,2,4,2,2,4,2,6,1,2,1,1,1,1,1,1,4,3,"DE","DE",NA,0,2,1,1,1,7,2,"Nordrhein-Westfalen","german",5,5,5,4.75,4,3,4,4,4,3.5,4,4,4,4,3,3.5,3,3,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5332900,30,3,4,4,4,3,3,5,3,4,4,3,4,3,1,2,1,5,1,4,4,2,4,3,2,5,1,1,1,1,1,1,2,2,2,3,"DE","DE",NA,0,2,1,2,1,3,2,"Berlin","german",5,4,5,4.25,2,3,3.25,4,4,3.75,3,2,3.25,3,3,3.5,5,4.5,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5332904,32,3,4,2,1,4,3,4,2,2,3,3,4,4,1,2,2,4,1,4,4,1,3,5,1,6,1,1,1,1,1,1,1,1,2,3,"DE","DE",NA,0,2,1,1,1,4,2,"Berlin","german",5,4,4,4.25,3,3,3,5,5,4.5,3,2,2,3,4,3.75,5,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5332963,31,3,5,3,3,4,3,5,2,2,1,4,4,5,1,2,1,4,1,4,4,2,2,4,4,3,1,1,1,1,1,1,1,2,1,3,"DE","DE",NA,0,2,1,2,2,4,2,"Thueringen","german",5,4,5,4.75,5,2,3.25,4,2,3,3,1,2.5,3,4,4,5,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333007,28,4,4,3,3,5,2,4,2,4,2,3,4,3,2,3,2,4,2,3,4,2,3,3,2,2,1,1,1,1,1,1,1,1,2,3,"DE","DE",NA,1,2,1,2,2,4,2,"Niedersachsen","german",4,3,4,3.5,4,3,3.75,4,4,3.5,2,2,2.5,4,4,4.25,4,3.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333105,25,4,3,4,4,5,2,5,1,2,5,4,1,5,1,4,1,5,1,5,2,1,4,5,4,2,1,1,1,1,1,1,2,2,7,4,"DE","DE",NA,2,2,1,2,2,4,2,"Baden-Wuerttemberg","german",5,2,5,4.25,1,2,1.5,5,2,4,2,3,3.25,4,5,4.75,5,4.25,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333113,40,4,4,3,3,4,4,4,2,3,3,3,4,4,2,2,1,4,1,4,3,2,4,4,2,3,1,1,1,1,1,1,1,1,4,3,"DE","DE",NA,0,2,1,2,2,2,2,"Berlin","german",4,4,5,4.25,3,3,3.25,4,4,4,2,2,2.5,2,4,3.5,5,4,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333147,28,3,3,3,5,4,2,4,3,4,4,2,2,5,3,3,2,2,2,4,5,1,4,3,2,3,1,2,1,1,1,1,2,2,3,4,"DE","DE",4,0,1,1,2,2,5,3,"Berlin","german",3,3,4,3.75,2,4,3,5,4,4,3,3,3.5,4,3,3.75,4,3.75,1,0,4,"Europe",1,0,1,0,1,0,0
2020-03-24,5333167,60,3,4,4,4,3,1,2,4,1,4,5,4,1,2,2,2,4,1,5,4,1,5,4,2,7,1,1,1,1,1,1,1,2,2,5,"DE","DE",NA,0,2,1,3,2,3,2,"Sachsen","german",4,4,4,3.25,2,1,2,5,4,4.5,3,2,3.25,5,2,3,5,4.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333240,28,5,3,3,1,4,4,5,2,4,2,3,5,5,1,1,2,5,3,3,4,1,3,4,2,6,1,1,1,1,1,1,1,1,2,2,"DE","DE",NA,0,2,1,2,2,3,3,"Berlin","german",5,5,4,4.75,4,3,4,5,4,4,1,3,2,2,4,3.75,3,3.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333277,25,2,1,2,4,4,2,2,3,3,5,4,2,4,1,2,3,3,2,3,4,1,4,5,1,4,1,1,1,1,1,1,1,1,2,3,"DE","DE",NA,0,2,1,2,2,3,2,"Baden-Wuerttemberg","german",5,4,3,4,1,2,2,5,5,4.75,4,5,3.75,4,3,3.25,4,3.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333291,20,4,3,3,4,4,4,3,1,3,4,4,2,3,2,3,2,4,2,4,3,2,3,4,3,7,1,1,1,1,1,1,1,2,4,4,"DE","DE",NA,1,2,1,3,3,4,2,"Nordrhein-Westfalen","german",4,3,4,3.5,2,2,2.25,4,3,3.5,2,3,3,2,5,3.5,4,3.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333304,36,4,4,3,4,5,4,5,2,1,4,4,2,3,4,2,1,4,1,4,3,1,5,5,1,2,1,1,1,1,1,1,2,2,4,3,"DE","DE",NA,0,2,1,1,1,2,1,"Sachsen","german",2,4,5,3.5,2,2,1.75,5,5,5,2,2,2.75,2,4,4,5,4,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333334,37,4,5,3,2,3,5,4,2,3,4,4,2,4,4,3,3,2,2,3,4,2,5,4,2,4,1,1,1,1,1,1,2,2,4,5,"DE","DE",NA,0,2,1,1,1,7,2,"Sachsen","german",2,3,3,3,2,2,2.25,4,4,4.25,2,1,2,1,4,3,4,3.25,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333351,25,4,4,2,4,4,3,4,2,2,3,5,4,5,1,3,2,4,1,3,4,1,4,5,1,3,1,2,1,1,1,1,1,1,4,3,"DE","DE",NA,0,2,1,1,1,2,2,"Baden-Wuerttemberg","german",5,3,4,4.25,3,1,2.5,5,5,4.75,2,2,2.5,3,4,3.75,5,4,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333384,48,4,5,4,2,4,3,3,2,5,2,4,2,4,3,2,4,2,4,2,5,2,3,3,3,7,1,1,1,1,1,1,1,3,2,6,"DE","DE",NA,0,2,1,1,1,3,2,"Niedersachsen","german",3,4,2,3.25,4,2,3.25,4,3,3.25,2,1,2.25,3,4,3.5,2,2.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333418,18,4,2,3,4,4,2,4,2,3,2,4,4,2,2,3,2,4,2,3,3,1,4,4,2,5,1,2,1,1,1,1,2,1,3,2,"DE","DE",6,1,1,1,2,2,3,2,"Berlin","german",4,3,4,3.25,4,2,3.25,5,4,4.25,2,4,3.25,4,4,4,4,3.5,1,0,6,"Europe",1,0,1,0,1,0,0
2020-03-24,5333490,41,3,4,4,3,4,5,2,4,4,4,5,5,5,1,1,2,4,1,5,5,1,5,5,1,1,1,1,1,1,1,1,1,1,2,5,"DE","DE",8,0,1,1,1,1,4,2,"Niedersachsen","german",5,5,4,4.75,2,1,3,5,5,5,3,2,3,1,2,2.25,5,4.75,1,1,8,"Europe",1,0,1,0,1,0,0
2020-03-24,5333494,28,2,3,4,4,4,5,5,4,4,2,3,5,4,2,4,3,4,2,4,5,3,5,5,2,7,1,2,1,1,1,1,2,1,1,2,"DE","DE",NA,0,2,1,2,2,3,2,"Berlin","german",4,2,3,3.25,4,3,4,3,4,4.25,4,3,3.75,1,2,3,4,4.25,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333514,64,4,3,2,5,3,3,3,2,3,3,4,1,2,4,3,1,3,1,4,4,1,5,4,1,6,1,1,1,1,1,1,1,2,2,2,"DE","DE",NA,0,2,1,3,3,5,2,"Nordrhein-Westfalen","german",2,3,5,3,3,2,2.25,5,5,4.75,2,3,3,3,4,3.25,5,4,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333536,30,4,4,2,4,4,4,4,1,2,2,4,4,3,1,1,2,2,1,3,4,2,2,4,2,5,1,1,1,1,1,1,2,1,3,2,"DE","DE",NA,0,2,1,3,3,5,3,"Sachsen","german",5,5,4,4.25,4,2,3,4,4,3.5,2,2,2.5,2,5,3.75,5,3.5,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333634,30,3,4,2,4,3,4,4,2,2,4,4,1,4,2,2,1,4,2,5,4,2,4,4,2,4,1,1,1,1,1,1,1,2,2,4,"BA","DE",NA,0,2,1,3,3,5,2,"Berlin","german",4,4,5,4.25,2,2,1.75,4,4,4,3,2,2.75,2,4,3.25,4,4.25,1,1,0,"Europe",1,0,0,0,1,0,0
2020-03-24,5333646,27,3,3,3,4,4,4,4,2,3,2,4,3,2,2,2,2,5,2,3,4,2,3,4,2,7,1,1,1,1,1,1,2,1,1,4,"DE","DE",9,0,1,1,2,1,4,2,"Berlin","german",4,4,4,3.5,4,2,3,4,4,3.75,3,3,3.25,2,4,3.5,4,4,1,0,9,"Europe",1,0,1,0,1,0,0
2020-03-24,5333700,63,4,2,3,4,4,2,3,2,2,4,2,2,3,2,2,2,3,2,3,2,1,2,4,2,5,2,NA,NA,1,1,1,1,2,2,5,"DE","DE",NA,0,2,1,3,2,2,2,"Niedersachsen","german",4,4,4,3.75,2,4,2.5,5,4,3.75,2,4,3.25,4,4,3.75,4,3,0,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333702,28,2,4,3,4,4,5,3,3,3,3,4,5,2,1,3,3,3,1,4,4,2,5,5,1,8,1,2,1,1,1,1,1,2,2,1,"DE","DE",NA,0,2,1,1,1,2,1,"Nordrhein-Westfalen","german",5,3,3,3.25,3,2,3.25,4,5,4.75,4,2,3.25,1,3,2.75,5,4,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333716,28,3,4,3,4,4,4,4,2,3,3,4,2,4,3,1,2,5,2,5,4,1,4,5,1,2,2,NA,NA,1,1,1,1,1,3,4,"DE","DE",NA,0,2,1,2,2,3,2,"Berlin","german",3,5,4,4,3,2,2.5,5,5,4.75,3,2,3,2,4,3.5,4,4.5,0,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333765,23,3,2,3,4,4,2,4,4,2,4,4,2,2,4,1,2,3,1,3,5,2,3,4,4,3,1,1,2,1,1,1,2,2,4,4,"DE","DE",NA,0,2,1,1,1,3,2,"Bayern","german",2,5,4,3.25,2,2,2,4,2,3.25,3,4,3.5,4,2,3.5,5,4,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333807,24,5,5,3,3,4,5,3,2,1,2,4,5,2,4,2,1,5,1,3,5,1,3,4,2,3,2,NA,NA,1,1,1,1,1,3,2,"DE","DE",NA,2,2,1,2,2,2,2,"Baden-Wuerttemberg","german",2,4,5,3.25,4,2,3,5,4,4,1,1,2,1,4,3,5,4.5,0,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333822,25,2,4,3,4,4,3,3,5,3,1,4,5,3,1,2,2,4,2,4,3,1,3,5,3,7,1,1,1,1,1,1,2,1,2,6,"DE","DE",NA,0,2,1,2,2,3,2,"Sachsen","german",5,4,4,4,5,2,3.75,5,3,4,4,2,3.25,3,1,2.75,4,3.75,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333848,31,4,3,4,4,4,3,4,2,4,5,4,1,1,4,1,2,3,1,2,5,1,2,4,2,7,1,1,1,1,1,1,1,2,2,2,"DE","DE",NA,1,2,1,2,2,3,2,"Baden-Wuerttemberg","german",2,5,4,3,1,2,2,5,4,3.75,2,3,3.25,3,4,3.75,5,3.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333849,33,4,2,2,2,4,2,4,2,4,5,5,4,2,4,1,1,2,1,2,4,2,4,2,1,1,1,2,1,1,1,1,1,2,2,2,"DE","DE",NA,0,2,1,2,2,3,2,"Niedersachsen","german",2,5,5,3.5,1,1,2.5,4,5,3.75,2,4,2.5,4,4,4,5,3.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333860,71,3,3,2,3,4,3,3,2,3,4,4,3,4,1,1,1,4,1,4,4,2,5,4,1,2,1,1,1,1,1,1,1,1,1,2,"DE","DE",NA,1,2,1,4,2,3,2,"Bayern","german",5,5,5,4.75,2,2,2.5,4,5,4.5,3,3,2.75,3,4,3.5,5,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333880,26,2,5,2,2,4,4,4,2,4,2,2,5,2,5,2,1,3,2,4,5,1,3,5,1,6,1,1,1,1,1,1,1,1,6,1,"DE","DE",NA,1,2,1,3,2,7,2,"Berlin","german",1,4,5,3,4,4,4.25,5,5,4.5,4,1,2.25,2,4,3.5,4,4,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5333897,34,5,5,4,4,5,5,4,4,5,4,5,4,2,2,2,4,4,1,2,4,2,2,5,2,7,1,1,1,1,1,1,1,2,5,3,"DE","DE",12,0,1,1,3,3,3,2,"Berlin","german",4,4,2,3,2,1,3,4,4,3.75,1,1,2.5,1,2,3,5,3.75,1,1,12,"Europe",1,0,1,0,1,0,0
2020-03-24,5333934,27,4,4,3,3,3,5,3,3,4,4,3,5,3,3,4,2,4,2,5,5,1,5,5,1,1,1,1,1,1,1,1,1,1,3,6,"DE","DE",8,0,1,1,2,2,3,2,"Niedersachsen","german",3,2,4,3,2,3,3.5,5,5,5,2,2,2.5,1,3,2.5,4,4.5,1,1,8,"Europe",1,0,1,0,1,0,0
2020-03-24,5333996,23,2,2,3,4,4,3,4,2,4,4,4,2,2,2,2,1,4,1,4,5,1,4,4,1,6,1,1,1,1,1,1,1,1,2,5,"DE","DE",NA,0,2,1,1,1,3,2,"Bayern","german",4,4,5,3.75,2,2,2.5,5,5,4.5,4,4,3.75,3,4,3.75,5,4.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5334181,27,5,5,2,1,4,4,4,4,2,1,4,2,2,1,1,1,3,2,4,5,2,4,3,3,5,1,1,1,1,1,1,1,1,4,3,"DE","DE",NA,2,2,1,2,2,4,2,"Niedersachsen","german",5,5,5,4.25,5,2,2.75,4,3,3.5,1,1,1.25,2,2,3,4,4,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5334213,29,4,5,1,2,3,4,2,2,2,1,4,4,2,1,1,1,5,1,3,4,2,4,4,3,1,1,2,1,1,1,1,1,1,2,1,"DE","DE",NA,0,2,1,3,2,7,2,"Berlin","german",5,5,5,4.25,5,2,3.25,4,3,3.75,2,1,1.5,2,4,2.75,5,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5334224,31,2,4,4,4,5,2,5,1,2,3,4,2,4,4,2,2,4,1,4,4,3,4,3,3,2,1,2,1,1,1,1,1,2,1,5,"DE","DE",NA,0,2,1,4,1,4,2,"Berlin","german",2,4,4,3.5,3,2,2.25,3,3,3.25,4,2,3.5,4,5,4.75,5,4.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5334225,29,3,2,4,4,4,1,5,1,4,4,5,4,2,1,1,1,5,1,5,4,1,5,5,1,3,1,1,1,1,1,1,1,1,2,2,"DE","DE",NA,0,2,1,2,2,3,2,"Berlin","german",5,5,5,4.25,2,1,2.75,5,5,5,3,4,3.75,5,5,4.75,5,4.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5334360,27,4,5,2,2,4,4,4,2,5,3,5,2,3,1,3,2,4,2,4,4,4,5,4,4,3,1,1,1,1,1,1,2,2,2,3,"DE","DE",NA,0,2,1,1,1,2,1,"Bayern","german",5,3,4,3.75,3,1,2.75,2,2,3.25,2,1,1.75,2,4,3.5,4,4,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5334368,35,3,4,1,3,4,4,2,1,4,2,5,4,3,2,4,1,4,1,3,5,1,4,5,1,2,2,NA,NA,1,1,1,2,2,3,2,"DE","DE",NA,0,2,1,1,1,3,1,"Thueringen","german",4,2,5,3.5,4,1,3.25,5,5,4.75,3,2,2.25,2,5,3.25,5,4.25,0,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5334381,32,5,4,2,2,4,5,2,2,3,1,4,2,1,1,3,1,2,1,5,4,2,3,4,4,5,1,1,1,1,1,1,1,1,2,2,"DE","DE",NA,0,2,1,2,2,2,2,"Berlin","german",5,3,5,3.5,5,2,3,4,2,3.25,1,2,1.75,1,4,2.75,5,4,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5334427,74,4,1,2,4,4,3,3,4,2,5,5,1,5,1,2,3,4,2,4,4,5,4,3,1,3,1,2,1,1,1,1,2,2,2,3,"DE","DE",NA,2,2,1,2,2,2,2,"Baden-Wuerttemberg","german",5,4,3,4.25,1,1,1.25,1,5,3.25,2,5,3.25,3,2,3,4,4,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5334477,28,5,4,2,2,4,3,3,2,2,1,4,4,2,1,2,1,4,1,4,5,2,1,3,4,6,1,1,1,1,1,1,1,1,1,2,"DE","DE",NA,0,2,1,2,2,3,2,"Berlin","german",5,4,5,4,5,2,3.25,4,2,2.5,1,2,1.75,3,4,3.5,5,4.5,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5334479,26,2,1,2,4,4,3,4,4,4,4,4,5,5,1,3,1,2,1,4,2,1,5,5,1,4,1,1,1,1,1,1,1,1,2,3,"DE","DE",NA,0,2,1,2,2,4,2,"Bayern","german",5,3,5,4.5,2,2,3.25,5,5,5,4,5,3.75,3,2,3.25,5,3.25,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5334496,36,4,2,4,4,4,2,3,2,3,2,4,4,2,2,2,2,4,1,4,4,1,4,5,1,3,1,2,1,1,1,1,2,1,1,2,"DE","DE",NA,0,2,1,1,1,2,2,"Niedersachsen","german",4,4,4,3.5,4,2,3.25,5,5,4.75,2,4,3.5,4,4,3.75,5,4.25,1,0,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5334574,36,4,4,2,2,3,2,2,4,4,2,4,4,4,3,2,2,3,2,4,4,2,2,4,2,4,1,2,1,1,1,1,1,1,2,3,"DE","DE",NA,0,2,1,2,2,2,2,"Hamburg","german",3,4,4,3.75,4,2,3.5,4,4,3.5,2,2,2,4,2,2.75,4,3.75,1,1,0,"Europe",1,0,1,0,1,0,0
2020-03-24,5334602,37,4,1,3,2,4,4,4,2,4,3,4,4,4,1,2,2,5,1,4,4,1,3,3,2,3,1,1,1,1,1,1,2,1,3,5,"RU","DE",NA,0,2,1,1,1,7,3,"Berlin","german",5,4,4,4.25,3,2,3.25,5,4,3.75,2,5,3,2,4,3.5,5,4.5,1,0,0,"Europe",1,0,0,0,1,0,0
2020-03-24,5334714,68,4,2,4,2,3,2,3,3,3,2,3,4,3,2,2,2,5,2,3,4,1,4,4,2,8,1,1,1,1,1,1,1,1,25,4,"DE","DE",NA,1,2,1,2,2,3,2,"Baden-Wuerttemberg","german",4,4,4,3.75,4,3,3.5,5,4,4.25,2,4,3,4,3,3.25,4,4,1,1,0,"Europe",1,0,1,0,1,0,0
