"","date","unit_session_id","Age","BHI_A_1_r","BHI_A_2_r","BHI_A_3","BHI_A_4","BHI_C_1","BHI_C_2_r","BHI_C_3","BHI_C_4_r","BHI_E_1","BHI_E_2_r","BHI_E_3_r","BHI_E_4","BHI_HH_1","BHI_HH_2_r","BHI_HH_3_r","BHI_HH_4_r","BHI_O_1","BHI_O_2_r","BHI_O_3","BHI_O_4","BHI_X_1_r","BHI_X_2","BHI_X_3","BHI_X_4_r","Corona","Curfew_1","Curfew_1_1","Curfew_1_2","Curfew_2","Curfew_2_1","Curfew_2_2","Curfew_2_3","Gender","Household_Size","Left_Right_Politics","Nationality","Residence","Risk_Duration","Risk_Freq","Risk_Quarantine","survey","ToP_Amount","ToP_Freqency","ToP_Inhouse","ToP_Ratio","Residence_County"
"947","2020-03-28 10:43:54",5467008,32,"2","2","3","2","5","2","4","2","4","2","3","3","2","4","2","1","4","1","3","3","1","4","4","1","2","1","1","1","1","1","1","1","1","4","4","DE","DE","","0","2",1,"2","2","4","2","Sachsen"
"949","2020-03-28 10:56:45",5467050,36,"2","4","4","4","3","4","3","4","4","4","4","4","4","3","2","3","3","2","2","4","3","4","4","3","3","1","1","2","1","1","1","1","2","3","3","DE","DE","","1","2",1,"2","2","3","2","Sachsen"
"950","2020-03-28 11:09:42",5467079,35,"3","3","2","4","4","4","5","2","3","4","4","3","4","2","2","3","2","1","4","2","2","2","3","1","3","1","2","1","1","1","1","1","2","3","5","DE","DE","","1","2",1,"1","1","2","2","Rheinland-Pfalz"
"954","2020-03-28 12:22:35",5467419,28,"4","4","3","4","4","4","4","3","2","3","4","2","3","2","3","2","3","1","4","4","2","4","4","2","3","1","1","1","1","1","1","1","2","3","3","DE","DE","","0","2",1,"2","1","2","2","Sachsen"
"955","2020-03-28 12:24:26",5467427,23,"4","4","2","3","5","5","4","2","2","3","5","3","2","2","3","2","4","2","3","2","1","3","4","2","3","1","1","1","1","1","1","1","2","4","2","DE","DE","","0","2",1,"1","1","2","2","Baden-Wuerttemberg"
"960","2020-03-28 14:06:50",5468133,31,"1","2","2","2","4","4","5","2","1","2","5","5","4","2","1","1","4","1","4","5","1","5","5","2","2","1","1","1","1","1","1","2","1","2","4","DE","DE","","0","2",1,"1","1","2","2","Berlin"
"962","2020-03-28 14:27:51",5468227,38,"3","4","3","3","4","4","4","4","3","2","4","4","3","1","2","3","3","1","4","4","1","3","4","1","1","1","1","1","1","1","1","2","2","4","5","DE","DE","","0","2",1,"4","1","6","2","Sachsen"
"965","2020-03-28 15:17:42",5468435,37,"4","4","3","2","5","4","5","1","3","3","3","4","3","1","3","3","4","1","2","3","1","2","4","1","4","1","1","1","1","1","1","1","2","1","4","DE","DE","","0","2",1,"1","1","2","2","Sachsen"
"969","2020-03-28 18:14:07",5479565,25,"4","4","2","2","3","5","3","4","3","2","4","1","2","4","2","3","3","2","3","5","2","4","4","3","2","1","1","1","1","1","1","2","1","2","3","DE","DE","","0","2",1,"1","1","4","2","Sachsen"
"970","2020-03-28 19:21:07",5483103,55,"3","3","3","4","4","4","3","2","4","4","4","3","4","4","1","1","5","1","5","4","1","4","3","2","5","1","1","1","1","1","1","1","1","1","4","DE","DE","","0","2",1,"2","2","3","2","Mecklenburg-Vorpommern"
"971","2020-03-28 19:28:45",5483312,22,"4","2","3","3","3","3","4","2","4","2","4","4","2","4","4","1","1","1","3","4","1","4","4","1","1","1","2","1","1","2","1","1","1","3","1","DE","DE","","0","2",1,"1","1","5","2","Hessen"
"972","2020-03-28 19:36:15",5483525,28,"4","5","2","4","4","2","4","2","3","2","4","5","3","2","3","4","5","2","5","4","3","2","4","2","1","1","2","1","1","1","1","1","1","2","4","DE","DE","","0","2",1,"2","2","2","2","Mecklenburg-Vorpommern"
"973","2020-03-28 19:45:29",5483779,31,"4","4","1","3","4","3","3","2","3","2","2","2","5","4","3","2","3","2","4","4","3","4","4","4","3","1","1","1","1","1","1","1","2","4","1","DE","DE","","0","2",1,"1","1","2","1","Sachsen"
"976","2020-03-28 22:16:55",5488801,61,"1","4","2","2","5","4","3","4","4","4","3","4","3","2","2","2","5","2","4","5","1","4","5","2","3","1","1","1","1","1","1","1","1","1","3","DE","DE","","0","2",1,"2","2","4","3","Berlin"
"978","2020-03-28 22:19:57",5488843,27,"4","4","3","3","4","4","4","3","4","2","4","4","3","2","1","2","3","1","3","4","2","2","4","3","8","1","1","1","1","1","1","2","1","2","1","DE","DE","14","0","1",1,"2","2","5","2","Berlin"
"979","2020-03-28 22:29:53",5488986,26,"2","4","2","3","4","5","4","4","4","2","4","4","2","4","3","4","3","1","5","4","1","5","5","1","8","1","1","1","1","1","1","1","1","2","3","DE","DE","","1","2",1,"1","1","2","2","Berlin"
"980","2020-03-28 22:37:11",5489105,29,"2","2","4","4","3","4","3","3","2","3","4","4","2","2","2","2","2","2","4","3","1","4","5","1","6","1","2","1","1","1","1","2","1","2","3","DE","DE","","0","2",1,"2","2","4","3","Berlin"
"984","2020-03-28 23:11:58",5489577,40,"4","3","3","3","4","3","4","4","4","2","4","1","4","2","3","3","3","2","4","4","3","3","3","3","10","1","2","1","1","1","1","1","1","2","3","DE","DE","","0","2",1,"2","2","7","3","Berlin"
"985","2020-03-29 01:22:15",5492075,31,"4","3","2","2","3","3","4","2","2","2","3","3","4","3","2","2","4","2","4","4","3","2","3","3","4","1","1","1","1","1","1","2","1","2","3","DE","DE","","1","2",1,"2","2","6","3","Sachsen"
"989","2020-03-29 03:05:41",5492212,28,"3","5","4","1","1","5","1","5","3","4","1","4","5","1","4","4","4","2","3","2","2","5","4","2","8","1","1","1","1","1","1","1","1","4","3","DE","DE","","3","2",1,"2","2","3","1","Bayern"
"992","2020-03-29 05:29:19",5492934,56,"5","3","3","4","3","3","4","2","2","5","4","2","2","1","1","1","5","1","5","4","2","3","3","1","1","1","1","1","1","1","1","1","1","2","3","DE","DE","","0","2",1,"1","1","2","2","Berlin"
"996","2020-03-29 08:22:21",5493458,42,"4","5","2","2","4","5","4","1","4","4","3","4","1","4","3","3","5","1","5","4","1","4","4","3","3","1","1","1","1","1","1","1","2","1","4","DE","DE","","0","2",1,"2","2","3","2","Berlin"
"997","2020-03-29 08:34:29",5493473,37,"3","4","3","4","4","4","4","2","4","4","5","4","2","2","1","2","3","1","5","5","1","2","4","1","2","1","1","1","1","1","1","2","1","2","2","DE","DE","","0","2",1,"2","2","3","2","Berlin"
"1000","2020-03-29 08:44:12",5493492,35,"3","2","3","2","4","4","4","2","4","2","4","5","4","1","1","1","5","1","4","4","1","5","5","1","6","1","1","1","1","1","1","1","1","2","2","DE","DE","","0","2",1,"1","1","2","2","Berlin"
"1001","2020-03-29 08:53:17",5493500,34,"3","4","2","2","4","4","4","1","3","2","3","4","2","2","2","3","4","1","3","3","3","3","5","3","3","1","1","1","1","1","1","1","2","1","1","DE","DE","","1","2",1,"2","2","2","2","Berlin"
"1002","2020-03-29 09:00:11",5493526,39,"4","3","4","2","3","5","2","3","4","2","3","5","2","2","1","3","5","2","5","5","2","2","3","2","7","1","1","1","1","1","1","1","1","2","3","DE","DE","","1","2",1,"2","1","3","2","Berlin"
"1004","2020-03-29 09:52:44",5493637,23,"2","1","4","4","4","4","2","2","2","1","4","4","3","4","1","2","3","1","2","4","1","2","5","3","3","1","1","1","1","1","1","2","1","2","1","DE","DE","","0","2",1,"2","2","4","3","Sachsen"
"1005","2020-03-29 10:23:18",5493797,33,"3","4","2","5","4","4","5","2","3","4","4","1","4","3","3","1","4","1","5","4","2","5","3","3","1","1","2","1","1","1","1","1","2","1","1","DE","DE","","0","2",1,"1","1","2","2","Berlin"
"1006","2020-03-29 10:30:03",5494026,28,"5","4","3","3","4","1","5","1","1","2","3","2","3","1","1","3","2","2","4","1","1","4","5","1","2","1","2","1","1","1","1","1","1","3","3","DE","DE","","0","2",1,"2","2","6","3","Berlin"
"1011","2020-03-29 11:39:11",5494545,23,"3","5","3","2","5","5","4","3","5","1","3","5","3","4","5","5","3","2","5","3","1","4","3","3","6","1","2","1","1","1","1","1","1","1","1","DE","DE","","0","2",1,"2","2","3","2","Berlin"
"1012","2020-03-29 12:16:17",5494743,30,"4","3","3","3","4","2","5","3","3","5","4","3","2","4","3","4","4","2","4","3","3","3","4","1","5","1","1","1","1","1","1","2","2","2","4","DE","DE","","0","2",1,"2","2","4","2","Berlin"
"1017","2020-03-29 12:18:07",5494754,23,"2","2","3","4","5","3","4","1","4","1","2","5","5","2","3","3","3","2","4","4","1","3","5","1","3","1","1","1","1","1","1","2","1","2","6","DE","DE","","0","2",1,"2","2","4","2","Berlin"
"1018","2020-03-29 12:20:14",5494766,31,"3","4","3","4","4","4","3","3","2","2","3","1","3","3","2","2","3","2","4","4","1","4","4","2","2","1","2","1","1","1","1","1","2","12","3","DE","DE","","1","2",1,"2","1","3","2","Mecklenburg-Vorpommern"
"1019","2020-03-29 12:30:22",5494794,30,"4","3","3","4","4","3","5","2","5","3","4","4","5","1","2","3","4","2","5","3","1","4","3","2","8","1","2","1","1","1","1","1","1","3","4","DE","DE","","0","2",1,"2","2","4","2","Berlin"
"1021","2020-03-29 12:45:41",5494871,31,"2","4","3","3","4","4","5","2","3","1","4","5","5","1","1","1","5","1","5","4","1","4","4","4","3","1","2","1","1","1","1","2","1","3","1","DE","DE","","0","2",1,"3","2","4","2","Berlin"
"1022","2020-03-29 12:45:53",5494872,28,"3","4","3","3","4","2","5","2","4","4","2","5","3","2","1","2","4","1","4","4","1","4","5","2","4","1","2","1","1","1","1","2","1","2","4","DE","DE","14","0","1",1,"3","2","7","3","Nordrhein-Westfalen"
"1023","2020-03-29 12:49:28",5494882,31,"5","4","3","4","4","3","4","3","3","2","5","4","3","1","2","2","4","1","5","4","2","2","3","4","4","1","1","2","1","1","1","1","1","2","2","DE","DE","","0","2",1,"2","2","3","2","Berlin"
"1025","2020-03-29 13:30:55",5495046,28,"4","1","4","2","4","4","5","2","4","2","4","4","4","2","1","2","4","2","4","3","1","4","4","2","7","2","","","1","1","1","1","1","2","3","DE","DE","","0","2",1,"2","2","3","2","Berlin"
"1026","2020-03-29 13:40:50",5495075,28,"1","3","2","2","4","4","4","3","4","3","4","2","2","2","4","3","4","1","4","3","2","2","4","2","2","1","1","1","1","1","1","1","2","1","3","DE","DE","","0","2",1,"2","2","4","2","Berlin"
"1027","2020-03-29 14:52:35",5495525,25,"2","1","4","4","4","4","4","1","1","1","4","3","1","1","1","1","4","2","4","4","2","5","3","2","4","1","2","1","1","1","1","1","1","2","4","DE","DE","","0","2",1,"1","1","3","2","Berlin"
"1029","2020-03-29 15:47:17",5495816,26,"1","4","2","1","4","2","5","2","1","1","2","5","5","1","2","2","4","2","4","4","1","5","5","1","6","1","1","1","1","1","1","1","1","2","3","KZ","DE","","0","2",1,"1","1","3","1","Sachsen"
"1030","2020-03-29 15:48:32",5495821,39,"2","3","2","3","4","4","3","2","4","2","4","3","5","1","2","2","3","1","4","4","1","4","2","3","5","1","1","1","1","1","1","1","2","2","4","DE","DE","","2","2",1,"1","1","3","2","Berlin"
"1035","2020-03-29 16:07:36",5495899,33,"3","3","2","2","3","1","3","3","1","3","3","1","4","1","1","1","4","1","5","3","1","5","5","1","2","1","1","1","1","1","1","1","2","5","4","DE","DE","","1","2",1,"1","1","3","2","Berlin"
"1036","2020-03-29 16:19:43",5495953,25,"4","5","2","3","4","3","4","3","4","3","3","2","2","1","3","2","4","2","2","4","2","4","4","4","7","1","2","1","1","1","1","1","2","11","1","DE","DE","","0","2",1,"1","1","3","1","Hessen"
"1037","2020-03-29 16:31:11",5496014,25,"4","3","4","4","5","3","3","2","5","1","4","3","5","1","3","3","2","2","4","4","2","3","4","2","6","1","1","1","1","1","1","1","1","2","2","DE","DE","","1","2",1,"2","2","4","2","Berlin"
"1038","2020-03-29 16:59:32",5496132,34,"3","4","4","5","4","5","3","2","2","1","3","1","3","4","1","2","3","1","3","4","2","2","2","4","3","1","2","1","1","1","1","1","2","2","2","DE","DE","","0","2",1,"2","2","3","2","Nordrhein-Westfalen"
"1039","2020-03-29 17:02:05",5496491,26,"4","4","2","3","5","2","4","4","5","2","4","4","4","2","1","3","4","1","5","5","1","4","4","2","4","1","2","1","1","1","1","1","3","1","3","DE","DE","","0","2",1,"1","1","2","1","Nordrhein-Westfalen"
"1041","2020-03-29 17:19:53",5497602,25,"3","2","2","2","4","4","3","4","4","1","2","3","2","3","1","2","4","2","4","5","2","2","4","4","4","1","1","1","1","1","1","1","1","4","1","DE","DE","","0","2",1,"1","1","4","2","Berlin"
"1049","2020-03-29 18:28:24",5503865,25,"4","4","3","4","4","2","3","3","2","2","2","3","3","1","1","2","4","1","2","3","1","3","3","4","2","1","2","1","1","1","1","1","2","1","2","DE","DE","","0","2",1,"1","1","2","2","Nordrhein-Westfalen"
"1050","2020-03-29 19:03:46",5506867,40,"4","2","3","2","4","2","4","2","4","2","4","5","4","4","2","3","2","2","3","4","1","2","4","2","6","1","1","1","1","1","1","1","1","3","4","DE","DE","","0","2",1,"1","1","4","2","Berlin"
"1051","2020-03-29 19:32:59",5507755,58,"4","3","3","3","4","2","4","3","3","3","4","4","3","2","2","2","4","2","4","4","2","3","4","2","7","1","2","1","1","1","1","1","1","1","6","DE","DE","","0","2",1,"2","2","6","3","Nordrhein-Westfalen"
"1056","2020-03-29 21:58:30",5512150,31,"4","4","2","2","4","4","3","4","3","1","3","2","3","3","2","2","4","3","4","4","2","3","4","2","6","1","2","1","1","1","1","2","1","2","5","DE","DE","","1","2",1,"2","2","5","3","Brandenburg"
"1059","2020-03-30 00:26:33",5513880,29,"4","3","2","2","4","3","5","2","3","2","4","3","5","2","2","1","2","2","3","4","1","4","5","1","3","1","1","1","1","1","1","2","1","4","3","IT","DE","","0","2",1,"2","2","3","2","Berlin"
"1070","2020-03-30 08:43:12",5516966,20,"4","5","1","3","4","2","4","2","1","4","5","1","1","3","4","3","5","1","5","4","2","2","3","2","2","1","2","1","1","1","1","1","2","5","5","DE","DE","","1","2",1,"2","2","4","2","Nordrhein-Westfalen"
"1071","2020-03-30 08:51:41",5516996,24,"3","2","4","3","4","2","5","1","1","1","5","3","4","1","1","1","5","1","5","5","1","4","5","1","3","1","1","1","1","1","1","1","2","4","5","CH","CH","","0","2",1,"1","1","3","2",NA
"1074","2020-03-30 09:41:21",5517202,58,"3","1","1","4","3","4","5","3","1","5","4","4","5","1","1","1","5","2","3","4","1","4","3","1","1","1","1","1","1","1","1","1","1","2","3","DE","DE","","0","2",1,"1","1","3","2","Berlin"
"2","2020-03-24 00:19:51",5322775,30,"4","4","4","2","3","4","4","2","4","2","4","4","2","2","4","1","4","1","3","5","2","4","5","3","3","1","1","1","1","1","1","1","1","2","3","DE","GB","","0","2",2,"2","2","4","3",NA
"4","2020-03-24 00:29:10",5322861,30,"1","4","4","1","2","2","4","1","4","4","4","1","2","2","3","1","4","1","4","5","1","5","5","2","4","1","1","1","1","1","1","1","2","7","2","DE","DE","","0","2",2,"3","2","3","2",NA
"23","2020-03-24 00:30:04",5322904,24,"2","2","5","2","3","4","4","1","3","2","4","4","5","1","1","1","4","1","5","5","2","2","4","1","5","1","1","2","1","1","1","2","1","2","6","US","US","","2","2",2,"2","1","4","2",NA
"32","2020-03-24 00:30:28",5322919,20,"3","3","4","4","4","4","4","2","3","2","3","2","5","3","3","2","3","1","3","3","1","2","4","2","4","1","1","2","1","1","1","1","1","4","4","US","US","","0","2",2,"1","1","4","3",NA
"57","2020-03-24 00:30:46",5322969,22,"2","5","1","4","3","4","2","2","4","2","5","4","5","1","2","2","4","1","5","4","3","4","5","2","7","1","1","1","1","1","1","2","3","1","3","US","US","13","1","1",2,"1","1","7","1",NA
"60","2020-03-24 00:30:59",5322974,23,"2","4","4","5","5","4","4","2","4","3","4","3","5","1","2","2","4","1","3","4","2","1","4","2","5","2","","","1","1","2","1","1","5","3","US","US","","1","2",2,"2","2","2","1",NA
"635","2020-03-24 00:31:11",5322980,41,"3","4","4","2","3","4","3","3","1","3","3","4","2","1","1","1","2","2","2","3","1","2","4","2","8","2","","","1","1","1","1","1","4","4","CA","CA","","0","2",2,"1","1","4","2",NA
"65","2020-03-24 00:31:17",5322982,30,"4","5","4","2","5","4","2","2","1","2","4","4","4","2","1","2","2","1","2","3","1","3","4","2","8","1","2","1","1","1","1","1","1","2","1","TR","US","","0","2",2,"1","1","5","2",NA
"71","2020-03-24 00:32:17",5323003,23,"2","4","2","2","5","2","5","5","2","2","3","5","3","1","2","1","4","1","5","4","1","4","4","1","5","2","","","1","1","1","2","1","2","3","US","US","","1","2",2,"2","2","7","2",NA
"736","2020-03-24 00:32:31",5323005,30,"2","4","4","2","4","2","5","2","2","2","4","2","2","1","2","1","4","1","4","4","2","4","4","2","7","1","2","1","1","1","1","2","1","4","2","CA","CA","","0","2",2,"3","3","4","2",NA
"74","2020-03-24 00:32:33",5323006,22,"2","2","3","5","2","4","3","3","2","5","4","5","3","1","3","2","4","2","2","3","1","5","5","1","7","1","1","1","1","1","1","1","1","4","1","ES","ES","","0","2",2,"2","2","7","3",NA
"751","2020-03-24 00:32:38",5323007,24,"5","4","4","2","5","2","5","1","2","1","4","2","5","1","1","1","4","1","4","4","2","1","3","2","9","2","","","1","1","1","1","1","2","1","CA","CA","7","1","1",2,"2","2","4","2",NA
"763","2020-03-24 00:32:55",5323009,39,"4","2","4","2","2","2","4","2","4","4","4","4","4","1","1","1","5","1","5","4","1","4","5","1","7","2","","","1","1","1","2","1","5","4","US","US","","5","2",2,"2","2","4","2",NA
"777","2020-03-24 00:33:02",5323011,33,"3","4","3","4","5","3","4","2","2","2","4","1","4","1","2","1","3","1","4","4","2","2","4","3","7","1","1","2","1","1","1","2","1","2","3","US","US","","0","2",2,"4","2","6","2",NA
"78","2020-03-24 00:33:06",5323012,20,"3","2","5","3","4","3","4","1","4","2","4","1","5","1","2","2","5","1","4","5","2","1","3","2","8","2","","","1","1","1","1","1","4","4","CN","US","17","0","1",2,"1","1","6","2",NA
"791","2020-03-24 00:33:14",5323014,30,"4","3","4","3","3","4","4","2","4","1","3","3","3","1","1","1","2","1","3","2","1","2","4","2","8","2","","","1","1","1","2","1","3","6","US","US","","0","2",2,"2","2","7","2",NA
"80","2020-03-24 00:33:14",5323015,33,"2","5","1","1","2","2","4","5","2","1","4","4","1","4","5","3","5","1","5","5","1","5","5","1","4","2","","","1","1","1","2","2","1","1","DE","DE","","0","2",2,"2","2","2","1",NA
"81","2020-03-24 00:33:39",5323020,29,"2","3","3","4","5","3","4","2","3","2","4","5","4","1","1","2","3","1","5","4","1","2","4","2","6","1","1","2","1","1","1","1","1","2","3","US","US","","0","2",2,"2","2","2","2",NA
"82","2020-03-24 00:34:15",5323025,25,"4","2","2","1","3","3","4","2","2","1","3","4","5","1","2","2","3","1","4","3","4","1","2","4","7","1","1","1","1","1","1","1","1","2","2","US","US","","0","2",2,"1","1","3","2",NA
"84","2020-03-24 00:34:30",5323027,23,"3","2","4","3","4","1","4","2","3","2","4","4","4","1","1","1","1","1","2","3","2","2","2","2","4","1","1","1","1","1","1","2","1","6","4","US","US","","0","2",2,"2","2","4","2",NA
"85","2020-03-24 00:34:34",5323028,26,"2","2","2","4","3","2","3","2","4","2","4","2","2","1","1","2","4","1","4","5","2","1","3","2","4","1","1","1","1","1","1","2","1","1","3","US","US","","0","2",2,"2","2","2","2",NA
"86","2020-03-24 00:34:51",5323033,29,"4","4","4","2","4","4","4","4","2","2","4","1","5","2","2","1","2","2","2","5","3","1","4","2","8","2","","","1","1","1","2","1","2","8","RS","US","","0","2",2,"2","1","6","2",NA
"87","2020-03-24 00:35:27",5323037,32,"3","4","5","3","5","3","4","3","3","2","4","3","4","1","1","1","3","1","4","3","2","2","4","1","5","1","1","1","1","1","2","2","2","2","2","US","US","","0","2",2,"3","3","7","2",NA
"88","2020-03-24 00:35:33",5323038,23,"3","2","4","3","4","4","4","2","4","1","4","2","4","1","2","2","2","1","4","4","1","2","4","1","7","2","","","1","1","1","1","1","5","2","US","US","","0","2",2,"2","2","3","1",NA
"906","2020-03-24 00:36:44",5323048,97,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","6","1","1","1","1","1","1","1","3","38","7","AF","AF","40","20","1",2,"1","1","1","1",NA
"9210","2020-03-24 00:37:24",5323057,32,"3","3","2","4","5","2","5","2","2","2","4","2","3","2","2","1","4","1","4","3","1","2","3","1","3","1","1","1","1","1","1","1","1","3","2","DE","US","","0","2",2,"2","2","5","2",NA
"931","2020-03-24 00:37:43",5323061,35,"2","2","4","2","3","4","3","3","4","2","4","4","4","1","1","2","4","1","4","4","2","2","3","2","3","2","","","1","1","1","2","1","3","3","CA","CA","","0","2",2,"2","2","6","2",NA
"94","2020-03-24 00:38:15",5323069,21,"4","5","2","2","3","4","2","5","2","2","2","1","2","1","3","3","4","1","4","2","2","2","5","1","8","1","1","1","1","1","1","2","1","5","5","US","US","","2","2",2,"1","1","7","2",NA
"951","2020-03-24 00:39:13",5323089,21,"3","3","4","4","4","2","4","2","3","1","4","2","2","2","2","1","5","1","4","3","1","2","4","1","6","1","1","2","1","1","1","2","1","4","2","US","US","8","2","1",2,"3","2","7","3",NA
"97","2020-03-24 00:39:49",5323094,44,"3","4","3","4","4","2","4","2","2","4","4","4","5","1","1","1","4","1","4","3","1","5","4","2","6","1","1","1","1","1","1","2","1","2","3","DE","GB","","1","2",2,"2","2","3","2",NA
