"","date","unit_session_id","Age","BHI_A_1_r","BHI_A_2_r","BHI_A_3","BHI_A_4","BHI_C_1","BHI_C_2_r","BHI_C_3","BHI_C_4_r","BHI_E_1","BHI_E_2_r","BHI_E_3_r","BHI_E_4","BHI_HH_1","BHI_HH_2_r","BHI_HH_3_r","BHI_HH_4_r","BHI_O_1","BHI_O_2_r","BHI_O_3","BHI_O_4","BHI_X_1_r","BHI_X_2","BHI_X_3","BHI_X_4_r","Corona","Curfew_1","Curfew_1_1","Curfew_1_2","Curfew_2","Curfew_2_1","Curfew_2_2","Curfew_2_3","Gender","Household_Size","Left_Right_Politics","Nationality","Residence","Risk_Duration","Risk_Freq","Risk_Quarantine","survey","ToP_Amount","ToP_Freqency","ToP_Inhouse","ToP_Ratio","Residence_County"
"239","2020-03-24 07:40:28",5328564,32,"5","5","5","2","2","5","4","1","1","4","2","2","1","5","2","5","2","5","4","5","5","3","4","4","7","1","2","1","1","1","1","1","1","4","2","DE","CH","","0","2",2,"1","1","4","2",NA
"243","2020-03-24 07:56:35",5328691,25,"4","3","3","3","4","4","4","2","4","3","3","4","2","1","2","2","4","1","5","3","2","2","4","2","3","1","2","1","1","1","1","1","1","1","5","DE","DE","5","0","1",2,"2","2","4","2",NA
"2441","2020-03-24 08:00:35",5328721,27,"2","3","3","2","2","2","4","2","4","2","5","2","4","1","1","1","1","3","3","3","1","2","4","2","8","1","1","1","1","1","1","1","2","2","3","AT","CH","","0","2",2,"2","2","3","2",NA
"246","2020-03-24 08:03:40",5328750,56,"2","2","3","1","4","3","4","1","1","2","5","5","4","1","4","1","4","1","4","4","1","4","5","1","8","1","1","1","1","1","1","2","2","2","4","US","DE","","0","2",2,"2","2","2","2",NA
"247","2020-03-24 08:07:42",5328790,27,"3","2","3","2","3","4","4","2","4","2","2","3","4","2","4","4","4","2","5","4","2","3","4","2","4","1","1","1","1","1","1","2","1","2","3","US","US","8","0","1",2,"4","2","5","2",NA
"2491","2020-03-24 08:12:39",5328835,30,"2","3","5","4","5","4","4","3","4","2","4","2","4","2","4","1","4","2","4","3","1","4","5","3","8","1","2","1","1","1","1","2","2","3","2","DE","DE","","0","2",2,"3","3","7","3",NA
"2541","2020-03-24 08:26:48",5328963,57,"4","3","2","4","3","2","4","1","5","1","4","2","2","1","2","1","4","1","4","4","1","2","3","4","10","1","1","1","1","1","1","1","1","1","2","US","US","11","1","1",2,"4","2","6","3",NA
"2551","2020-03-24 08:27:02",5328967,30,"2","4","4","4","3","3","2","3","2","3","4","4","2","2","3","3","4","1","4","4","1","2","5","2","6","1","1","1","1","1","1","1","1","3","3","DE","DE","","0","2",2,"2","2","6","3",NA
"2561","2020-03-24 08:29:16",5328990,30,"2","4","3","2","4","3","4","2","3","2","3","2","5","2","2","2","4","2","5","5","2","4","4","1","4","1","1","1","1","1","1","1","1","1","3","US","CH","","0","2",2,"2","2","3","2",NA
"259","2020-03-24 08:57:20",5329276,34,"3","3","4","3","4","3","4","4","3","2","4","1","4","2","2","1","4","2","4","4","2","4","4","3","6","1","2","1","1","1","1","2","2","2","3","DE","DE","","0","2",2,"1","1","4","2",NA
"2601","2020-03-24 08:57:27",5329277,31,"2","4","4","3","4","2","4","3","2","3","3","4","3","1","2","2","4","1","3","2","2","4","4","2","4","2","","","1","1","1","2","1","2","4","GE","DE","","0","2",2,"2","2","4","3",NA
"264","2020-03-24 09:02:06",5329328,27,"2","4","4","4","4","2","4","2","4","1","3","4","4","1","2","1","4","1","4","5","2","4","5","1","5","1","1","1","1","1","1","1","1","2","2","SI","SI","","0","2",2,"2","2","4","2",NA
"2651","2020-03-24 09:06:45",5329374,28,"4","4","4","2","4","3","3","4","4","4","4","4","1","1","1","3","2","2","4","4","2","4","5","2","4","1","2","1","1","1","1","1","1","2","3","DE","DE","","0","2",2,"2","2","5","2",NA
"2661","2020-03-24 09:20:08",5329611,24,"2","4","3","3","3","4","3","4","2","1","4","4","2","1","1","2","4","1","5","5","1","5","5","1","8","1","1","1","1","1","1","1","1","6","1","IN","IN","6","3","1",2,"2","2","2","2",NA
"2671","2020-03-24 09:21:28",5329625,29,"2","2","3","4","5","2","5","1","4","2","5","1","5","1","1","1","4","1","4","3","1","4","4","2","3","1","1","1","1","1","1","2","1","2","2","HU","AT","","0","2",2,"3","2","4","2",NA
"2701","2020-03-24 09:24:38",5329648,62,"3","4","4","4","3","2","4","2","3","4","4","1","4","1","1","1","3","1","4","3","2","2","3","2","5","1","1","1","1","1","1","1","1","1","2","GB","GB","","0","2",2,"2","2","3","2",NA
"2721","2020-03-24 09:34:44",5329763,35,"4","4","3","3","3","2","5","2","2","2","4","4","1","1","1","2","5","1","4","4","2","4","3","4","7","1","1","2","1","1","1","1","1","3","3","FR","FR","8","1","1",2,"2","2","2","2",NA
"279","2020-03-24 10:06:50",5330356,30,"3","3","4","2","3","4","2","4","2","3","4","3","4","5","3","2","3","2","4","2","1","5","5","3","7","1","1","1","1","1","1","2","1","3","3","DE","DE","","1","2",2,"2","2","3","2",NA
"2841","2020-03-24 10:14:59",5330504,31,"3","2","2","4","5","2","5","2","3","2","4","3","4","2","2","2","4","2","4","5","2","4","5","2","4","1","1","1","1","1","1","1","1","2","2","DE","DE","","0","2",2,"2","2","3","2",NA
"2861","2020-03-24 10:17:28",5330535,34,"2","2","3","4","2","2","4","2","4","5","5","3","3","1","2","2","4","2","4","2","1","5","5","1","3","1","2","1","1","1","1","1","1","4","4","DE","CH","","0","2",2,"2","2","4","2",NA
"293","2020-03-24 10:33:55",5330743,31,"5","5","2","1","1","5","1","4","5","1","1","5","4","4","5","4","5","2","5","5","2","5","5","4","9","1","1","2","1","1","1","2","1","1","9","ES","ES","11","0","1",2,"2","3","4","3",NA
"294","2020-03-24 10:36:07",5330765,27,"4","5","2","3","5","3","4","3","4","2","3","2","2","4","5","3","5","1","5","4","1","4","5","3","9","1","1","1","1","1","1","2","2","4","3","DE","DE","10","2","1",2,"3","3","5","3",NA
"295","2020-03-24 10:36:12",5330768,31,"4","4","3","2","3","2","4","3","2","4","4","1","2","5","5","1","3","1","4","4","1","4","5","2","1","1","1","1","1","1","1","1","2","2","1","DE","DE","","0","2",2,"2","2","3","2",NA
"296","2020-03-24 10:37:59",5330817,29,"2","4","3","3","5","4","4","3","3","5","3","5","5","2","2","2","3","2","4","4","2","3","5","2","7","2","","","1","1","1","1","1","2","4","DE","CH","","0","2",2,"1","1","7","2",NA
"297","2020-03-24 10:39:43",5330852,24,"2","3","3","3","4","4","4","2","1","2","5","4","4","1","3","1","4","1","4","4","1","4","5","2","6","1","1","1","1","1","1","1","1","5","1","US","GB","","0","2",2,"4","2","3","2",NA
"300","2020-03-24 10:52:29",5331031,37,"3","3","4","2","4","3","4","2","2","3","3","4","4","1","2","1","3","2","3","4","2","2","4","3","3","1","1","1","1","1","1","2","2","1","4","FR","GB","10","0","1",2,"1","1","4","2",NA
"3011","2020-03-24 10:54:41",5331042,30,"3","4","3","4","4","4","2","2","4","4","4","4","2","1","3","2","4","1","3","2","4","1","4","4","4","1","2","1","1","1","1","2","1","3","3","DE","DE","","0","2",2,"2","2","4","3",NA
"3021","2020-03-24 11:00:39",5331092,38,"3","4","4","3","4","4","4","4","4","2","3","5","3","2","3","4","3","2","5","5","1","3","4","2","2","1","1","1","1","1","1","1","2","2","4","US","GB","","0","2",2,"2","2","2","2",NA
"304","2020-03-24 11:19:07",5331388,31,"2","4","2","3","4","2","4","1","3","2","4","2","4","1","3","3","5","1","3","4","1","3","4","2","7","2","","","1","1","1","2","2","2","3","DE","DE","","0","2",2,"1","1","3","2",NA
"3051","2020-03-24 11:22:13",5331424,38,"4","5","4","3","4","4","3","4","4","1","3","2","2","3","2","2","3","2","3","4","1","2","5","4","2","1","1","1","1","1","1","1","2","2","4","DE","DE","","0","2",2,"1","1","3","2",NA
"3061","2020-03-24 11:24:11",5331440,30,"2","4","3","3","3","3","5","2","3","4","4","4","4","1","2","1","5","2","4","4","1","5","5","1","7","1","1","1","1","1","1","1","1","2","3","DE","DE","","0","2",2,"2","2","4","3",NA
"3071","2020-03-24 11:29:09",5331507,55,"3","5","2","2","4","2","5","3","2","2","3","4","2","1","1","1","4","1","5","4","1","4","4","2","3","1","1","1","1","1","1","1","2","2","4","GB","GB","","1","2",2,"1","1","4","3",NA
"3151","2020-03-24 11:43:33",5331744,26,"1","5","3","2","2","1","4","2","1","3","5","3","4","1","3","2","4","1","4","3","1","3","3","2","3","1","1","1","1","1","1","1","1","2","3","DE","DE","1","0","1",2,"2","2","4","2",NA
"317","2020-03-24 11:46:33",5331811,28,"4","4","3","3","3","4","3","3","5","1","2","5","2","2","5","1","4","1","5","5","1","2","4","2","5","1","1","1","1","1","1","1","2","4","5","US","IL","","0","2",2,"1","1","7","3",NA
"318","2020-03-24 11:52:48",5331905,65,"2","4","2","1","4","4","3","4","3","4","2","4","2","4","2","2","5","4","5","3","2","3","4","2","3","2","","","1","1","1","1","2","1","3","DE","DE","","0","2",2,"1","1","4","2",NA
"345","2020-03-24 12:24:43",5332443,31,"2","4","3","3","4","4","4","2","2","4","4","2","2","4","2","2","4","2","4","2","1","2","2","2","6","1","1","1","1","1","1","2","2","5","3","US","US","","0","2",2,"2","1","2","2",NA
"348","2020-03-24 12:30:31",5332578,24,"3","5","2","1","2","3","3","2","4","2","4","3","4","3","4","4","5","2","5","5","1","3","5","2","3","1","2","1","1","1","1","2","1","2","4","DE","DE","","0","2",2,"1","1","5","3",NA
"3491","2020-03-24 12:30:32",5332580,33,"3","3","2","3","3","4","3","3","3","2","4","4","4","1","3","1","3","2","4","4","2","4","4","2","7","1","1","1","1","1","1","1","1","2","3","RO","DE","","1","2",2,"2","2","3","2",NA
"350","2020-03-24 12:30:48",5332588,30,"2","2","3","2","4","3","4","2","4","2","4","4","4","2","2","1","4","1","4","5","1","4","5","1","4","1","1","1","1","1","1","1","1","2","6","DE","DE","","0","2",2,"1","1","4","2",NA
"352","2020-03-24 12:30:56",5332593,28,"2","3","3","4","5","3","4","2","4","4","4","1","4","1","2","2","4","2","3","5","1","2","3","3","7","1","1","1","1","1","1","1","1","2","4","DE","DE","","0","2",2,"1","1","3","2",NA
"353","2020-03-24 12:31:09",5332600,30,"4","2","4","2","4","4","2","3","4","3","3","4","3","1","1","1","1","1","3","3","1","3","4","1","6","1","2","1","1","1","1","2","2","2","4","DE","DE","","0","2",2,"2","2","3","1",NA
"355","2020-03-24 12:31:28",5332610,23,"3","5","2","3","4","2","4","2","4","2","4","5","2","1","2","2","4","1","3","3","2","5","4","2","6","1","1","1","1","1","1","2","1","1","3","DE","DE","","0","2",2,"2","2","4","2",NA
"357","2020-03-24 12:31:45",5332622,31,"4","4","4","2","1","4","4","4","5","4","4","4","2","1","3","2","4","1","4","4","2","4","4","2","7","1","2","1","1","1","1","2","1","2","3","DE","DE","","0","2",2,"2","2","3","2",NA
"358","2020-03-24 12:32:12",5332635,44,"5","5","4","5","5","2","5","5","4","2","4","2","4","1","5","4","4","4","4","5","2","2","4","4","2","1","2","2","1","1","1","2","1","1","7","ES","FR","","0","2",2,"1","1","3","2",NA
"3591","2020-03-24 12:32:23",5332637,36,"2","4","2","4","4","2","4","4","3","4","4","4","2","3","2","3","4","1","4","4","3","2","4","3","7","1","1","1","1","1","1","2","2","3","4","DE","DE","","1","2",2,"1","1","6","2",NA
"360","2020-03-24 12:32:40",5332642,29,"3","5","2","5","4","4","4","2","4","3","4","3","3","4","4","3","4","1","4","5","2","3","4","3","3","1","2","1","1","1","1","2","2","1","5","DE","DE","","0","2",2,"2","2","4","2",NA
"3611","2020-03-24 12:32:50",5332647,36,"2","3","3","3","4","2","4","4","3","4","3","2","4","1","2","2","2","1","5","3","2","3","4","1","4","1","2","1","1","1","1","2","1","2","4","DE","DE","","0","2",2,"2","2","4","2",NA
"3681","2020-03-24 12:34:26",5332681,24,"2","2","2","4","3","2","4","4","4","3","4","4","4","3","2","2","2","2","4","3","1","4","3","2","2","2","","","1","1","1","2","1","2","3","DE","TR","10","0","1",2,"2","2","3","2",NA
"369","2020-03-24 12:34:45",5332690,51,"2","3","3","3","4","4","4","3","2","3","4","1","2","1","2","2","2","2","5","4","2","4","3","1","4","1","1","1","1","1","1","2","1","1","2","AT","AT","","0","2",2,"2","2","3","2",NA
"3701","2020-03-24 12:34:58",5332692,32,"2","2","2","2","2","1","2","3","2","3","3","1","2","5","1","1","1","2","3","2","1","2","3","1","4","2","","","1","1","1","2","1","10","4","EG","DE","","0","2",2,"3","1","2","2",NA
"3711","2020-03-24 12:35:10",5332704,31,"3","4","2","2","3","2","4","2","4","3","4","4","3","1","3","2","2","1","5","3","1","4","4","2","4","1","2","1","1","1","1","1","1","3","2","RS","RS","9","2","1",2,"2","2","4","2",NA
"3721","2020-03-24 12:35:27",5332712,26,"5","4","3","4","4","5","2","2","5","1","2","1","4","1","1","2","4","2","4","4","1","1","3","3","4","2","","","1","1","1","1","1","3","2","BR","DE","","0","2",2,"2","3","4","3",NA
"3751","2020-03-24 12:37:35",5332755,23,"4","2","4","4","2","2","4","2","4","3","4","4","4","1","1","2","3","3","3","4","1","1","5","1","6","1","2","1","1","1","1","1","1","2","3","US","DE","","0","2",2,"2","2","4","3",NA
"379","2020-03-24 12:38:57",5332791,50,"3","3","3","3","5","4","4","2","4","2","4","3","5","1","4","3","2","1","5","4","4","2","3","4","8","1","1","1","1","1","1","1","1","5","4","BR","DE","10","3","1",2,"2","2","4","2",NA
"380","2020-03-24 12:39:01",5332792,25,"4","5","2","2","5","4","4","3","4","2","3","5","5","1","1","1","5","1","4","3","1","3","2","3","2","1","1","1","1","1","1","1","3","2","1","DE","DE","","0","2",2,"2","2","3","2",NA
"381","2020-03-24 12:39:08",5332793,29,"4","4","2","2","5","2","4","2","2","2","4","3","4","1","2","1","4","1","4","4","1","3","4","1","6","1","2","1","1","1","1","1","1","2","3","CO","DE","","0","2",2,"2","2","3","2",NA
"387","2020-03-24 12:42:41",5332864,32,"2","4","2","4","5","4","4","1","4","2","4","5","5","1","1","1","4","1","2","3","1","2","3","2","7","2","","","1","1","1","2","1","1","5","PT","NL","","0","2",2,"2","2","3","2",NA
"390","2020-03-24 12:43:34",5332881,26,"3","4","3","4","4","4","2","4","4","1","4","1","4","2","3","2","5","1","5","5","1","2","4","2","4","1","1","1","1","1","1","2","2","3","1","US","DE","","0","2",2,"2","2","2","1",NA
"391","2020-03-24 12:43:48",5332886,35,"4","5","2","5","5","4","2","4","4","3","4","4","5","1","4","1","5","1","5","5","3","2","4","4","2","2","","","1","1","1","1","2","2","3","DE","CH","","0","2",2,"2","2","4","2",NA
"3921","2020-03-24 12:43:55",5332890,24,"4","5","3","4","2","3","2","3","5","1","3","4","1","5","2","2","4","1","5","5","2","4","4","4","3","1","2","1","1","1","1","1","2","1","1","DE","DE","","0","2",2,"1","1","4","2",NA
"393","2020-03-24 12:44:11",5332896,27,"4","3","2","2","4","3","3","2","3","2","4","4","4","2","1","1","4","1","3","3","1","2","3","3","7","1","1","1","2","","","","1","2","4","IT","DE","8","0","1",2,"2","3","4","2",NA
"394","2020-03-24 12:45:18",5332908,38,"3","4","2","3","4","3","4","1","3","3","3","4","4","1","1","1","4","1","3","2","2","3","4","2","7","1","1","1","1","1","1","1","1","2","3","DE","DE","","1","2",2,"2","2","3","2",NA
"401","2020-03-24 12:50:19",5333004,24,"3","2","4","3","4","3","4","2","3","3","4","4","4","2","2","3","4","1","4","2","1","3","4","4","4","1","1","2","1","1","1","1","1","2","3","DE","DE","","0","2",2,"1","1","3","2",NA
"402","2020-03-24 12:50:36",5333008,35,"4","5","2","4","2","2","2","3","2","4","4","1","2","4","3","4","4","3","5","4","1","3","4","2","2","2","","","1","1","1","2","1","1","3","IT","NL","8","0","1",2,"1","1","6","1",NA
"405","2020-03-24 12:52:04",5333037,29,"4","4","2","2","4","4","4","3","2","2","4","2","2","2","3","1","3","1","4","4","2","1","4","4","2","1","1","1","1","1","1","2","3","2","4","DE","NL","","0","2",2,"1","1","5","3",NA
"4061","2020-03-24 12:52:07",5333039,38,"3","2","4","2","5","3","4","1","4","2","3","4","4","1","1","1","4","1","2","2","1","2","4","3","7","1","1","1","1","1","1","2","1","4","5","PT","US","10","0","1",2,"1","1","4","2",NA
"4071","2020-03-24 12:52:59",5333055,24,"2","4","3","4","5","2","5","2","3","2","5","2","4","1","3","1","4","3","1","3","1","5","5","2","6","1","2","1","1","1","1","1","1","4","2","EG","EG","7","0","1",2,"2","2","5","2",NA
"4101","2020-03-24 12:55:01",5333086,35,"3","2","3","3","4","1","4","2","3","4","4","1","2","1","2","2","4","1","4","3","1","5","5","1","3","2","","","1","1","1","1","1","1","5","DE","DE","","0","2",2,"1","1","2","2",NA
"412","2020-03-24 12:56:23",5333102,25,"2","3","3","2","5","4","5","2","4","2","4","2","4","1","2","1","4","1","3","3","1","4","4","2","8","1","1","1","1","1","1","1","1","2","4","DE","IT","14","0","1",2,"2","2","3","2",NA
"416","2020-03-24 12:58:17",5333148,29,"2","3","3","3","5","2","5","2","4","2","4","2","5","1","2","2","2","2","4","4","1","4","5","2","7","1","1","1","1","1","1","1","1","2","5","DE","DE","","0","2",2,"3","2","5","3",NA
"417","2020-03-24 12:58:18",5333149,25,"3","2","4","3","4","3","3","1","2","1","3","5","4","1","1","1","2","1","5","4","2","1","4","2","5","1","1","1","1","1","1","1","1","3","6","RO","RO","","0","2",2,"2","2","4","2",NA
"4181","2020-03-24 12:58:51",5333159,32,"4","3","3","2","2","3","3","4","4","4","4","4","5","1","2","1","3","1","4","3","1","4","1","2","2","1","1","1","1","1","1","1","1","2","4","DE","IT","","0","2",2,"2","2","3","2",NA
"4191","2020-03-24 12:59:06",5333165,29,"4","4","3","3","4","4","4","2","3","2","4","3","4","1","3","2","3","2","3","3","3","2","2","2","7","2","","","1","1","1","2","2","2","3","BR","DE","","0","2",2,"2","2","2","2",NA
"420","2020-03-24 12:59:29",5333168,25,"5","5","4","5","2","4","3","4","2","4","3","3","4","1","3","1","4","2","5","4","1","4","4","3","4","1","2","1","1","1","1","2","2","2","3","DE","DE","","0","2",2,"1","1","2","2",NA
"421","2020-03-24 12:59:42",5333173,25,"2","2","4","4","5","2","4","2","4","2","3","4","2","1","1","1","4","1","3","4","1","3","4","1","8","1","1","1","1","1","1","2","1","1","2","US","US","","0","2",2,"1","1","4","2",NA
"4301","2020-03-24 13:01:27",5333204,35,"2","2","3","4","4","4","4","4","2","2","4","2","3","2","2","1","4","1","4","3","2","4","4","2","7","1","1","1","1","1","1","2","1","2","2","US","US","","0","2",2,"2","2","4","2",NA
"435","2020-03-24 13:03:59",5333251,31,"3","3","3","3","3","3","3","4","3","3","4","4","2","1","3","3","4","1","4","4","1","4","5","2","7","1","2","1","1","1","1","2","1","1","3","ES","DE","","0","2",2,"2","2","3","2",NA
"436","2020-03-24 13:05:26",5333270,56,"4","4","2","3","1","2","3","3","2","4","4","3","4","1","3","3","3","1","5","4","1","4","3","2","3","1","1","2","1","1","1","1","2","1","9","US","US","5","1","1",2,"2","2","3","2",NA
"437","2020-03-24 13:05:44",5333273,39,"3","4","4","3","4","1","4","2","4","2","3","2","2","2","2","1","4","2","4","4","2","2","3","4","7","2","","","1","1","1","1","1","2","3","DE","US","","0","2",2,"2","2","3","2",NA
"438","2020-03-24 13:06:47",5333287,35,"2","2","4","5","4","4","4","4","2","4","4","3","2","2","4","2","4","2","4","4","2","2","3","2","7","2","","","1","1","1","1","2","2","8","RU","DE","","0","2",2,"3","1","4","2",NA
"439","2020-03-24 13:08:55",5333325,27,"3","4","2","4","3","2","5","2","3","1","4","2","5","1","2","2","4","1","3","4","2","3","3","2","9","2","","","1","1","1","2","1","4","1","CH","GI","","1","2",2,"1","1","3","2",NA
"441","2020-03-24 13:09:40",5333338,28,"5","5","2","2","5","3","2","2","5","2","4","5","4","1","1","2","2","2","5","5","2","3","4","3","4","1","1","1","1","1","1","2","1","3","1","DE","IE","","0","2",2,"2","2","4","2",NA
"443","2020-03-24 13:11:25",5333361,27,"3","3","4","4","3","2","3","2","2","2","3","3","3","1","3","2","4","2","3","4","2","4","4","2","7","2","","","1","1","1","1","1","3","1","IE","IE","","0","2",2,"1","1","3","3",NA
"444","2020-03-24 13:11:26",5333362,30,"3","2","4","4","4","3","3","2","3","2","5","4","4","1","4","3","5","2","5","4","1","4","5","1","2","2","","","1","1","1","2","1","3","6","RS","DE","","0","2",2,"2","2","3","2",NA
"445","2020-03-24 13:12:50",5333395,32,"3","4","2","2","3","5","5","3","1","1","3","4","4","1","2","3","5","1","5","4","2","3","5","2","4","1","1","1","1","1","1","1","1","4","2","DE","DE","","1","2",2,"1","1","3","2",NA
"446","2020-03-24 13:13:48",5333409,29,"3","3","3","2","4","3","4","4","3","3","4","1","4","1","2","1","4","1","4","4","2","3","4","2","2","2","","","1","1","1","1","2","3","3","JO","DE","","0","2",2,"2","2","3","2",NA
"4471","2020-03-24 13:15:26",5333424,29,"3","4","2","2","4","3","4","3","2","3","5","4","4","1","2","2","5","1","5","4","1","2","3","2","5","1","1","1","1","1","1","2","1","2","3","DE","DE","4","1","1",2,"2","2","2","2",NA
"4481","2020-03-24 13:16:04",5333435,30,"4","4","3","2","3","4","4","1","4","2","3","3","5","1","3","2","4","1","4","4","1","2","5","2","8","1","2","1","1","1","1","1","1","1","2","TR","DE","","0","2",2,"1","1","4","2",NA
"4491","2020-03-24 13:16:07",5333438,26,"4","3","3","3","4","3","3","3","3","3","4","4","4","1","2","2","4","2","3","4","1","4","4","2","4","2","","","1","1","1","1","1","9","2","DE","DE","","0","2",2,"1","1","5","2",NA
"4531","2020-03-24 13:18:50",5333481,23,"2","4","3","2","4","2","4","1","2","2","4","5","3","1","1","1","2","1","5","5","1","5","5","1","5","2","","","1","1","1","2","1","3","2","DE","DE","","0","2",2,"2","2","3","2",NA
"4541","2020-03-24 13:19:14",5333488,27,"4","1","4","1","4","2","4","2","2","1","5","5","2","1","3","1","3","1","5","4","1","3","3","2","5","1","1","2","1","1","1","1","1","1","6","DE","DE","13","0","1",2,"1","1","3","2",NA
"4551","2020-03-24 13:19:31",5333498,34,"2","4","1","4","3","2","2","1","4","2","4","1","2","1","1","1","1","1","2","2","1","2","4","2","7","2","","","1","1","1","2","2","4","2","US","US","10","0","1",2,"1","1","4","2",NA
"4591","2020-03-24 13:23:25",5333557,31,"2","4","2","4","4","4","3","2","4","4","5","3","3","2","3","1","4","2","5","5","2","4","4","2","5","1","1","2","1","1","1","1","1","3","4","DE","ZA","","0","2",2,"2","2","3","2",NA
"4671","2020-03-24 13:28:35",5333635,57,"4","4","2","3","5","4","4","2","5","3","4","5","4","1","3","1","5","1","5","4","1","5","5","2","5","1","1","1","1","1","1","1","1","1","3","DE","DE","","0","2",2,"3","2","6","3",NA
"4681","2020-03-24 13:29:03",5333642,27,"2","4","4","4","4","3","4","2","4","2","4","4","2","1","2","1","4","2","4","4","1","4","4","2","7","1","1","1","1","1","1","1","1","3","2","DE","DE","","2","2",2,"2","2","2","2",NA
"4701","2020-03-24 13:32:55",5333688,30,"4","3","4","3","4","4","2","3","2","3","3","4","3","1","2","2","3","2","3","3","3","2","4","2","5","1","2","1","1","1","1","1","1","4","2","DE","DE","","0","2",2,"1","1","2","2",NA
"4721","2020-03-24 13:34:00",5333701,31,"3","2","4","4","2","4","4","2","4","2","4","4","3","2","2","1","4","1","4","3","2","2","3","2","8","2","","","1","1","1","2","1","2","2","US","US","","0","2",2,"1","1","7","2",NA
"4731","2020-03-24 13:35:26",5333721,25,"3","4","4","4","4","2","4","3","3","2","4","4","4","1","2","3","3","1","2","4","2","2","3","3","3","1","1","1","1","1","1","1","3","3","3","GB","DE","","0","2",2,"1","1","3","2",NA
"4741","2020-03-24 13:35:58",5333727,45,"4","4","3","2","5","2","4","4","2","5","5","4","4","1","2","1","2","1","4","4","1","5","4","1","9","2","","","1","1","1","2","1","4","2","US","US","7","0","1",2,"2","2","5","2",NA
"4751","2020-03-24 13:36:23",5333734,34,"4","3","4","2","2","4","4","2","4","3","3","2","3","1","2","1","4","1","5","4","1","3","3","2","5","2","","","1","1","1","2","1","3","5","BR","IE","","0","2",2,"3","2","4","3",NA
"479","2020-03-24 13:41:30",5333795,32,"1","3","2","2","4","2","4","2","3","3","4","3","2","2","3","1","3","1","4","3","2","2","4","1","3","2","","","1","1","1","2","1","2","3","RU","DE","","0","2",2,"2","2","2","2",NA
"480","2020-03-24 13:41:35",5333796,30,"3","3","4","2","5","4","5","2","4","2","4","4","3","1","2","2","3","1","4","3","2","2","4","2","6","2","","","1","1","1","1","1","3","3","US","US","","0","2",2,"2","2","5","2",NA
"484","2020-03-24 13:45:28",5333837,31,"3","3","4","4","4","4","4","3","2","4","4","2","2","1","2","2","4","2","4","3","1","4","3","2","6","1","1","1","1","1","1","1","1","3","6","DE","DE","","2","2",2,"1","1","6","2",NA
"485","2020-03-24 13:45:44",5333840,33,"4","4","2","4","4","5","4","5","5","2","5","4","5","3","4","2","5","1","5","5","1","4","5","1","8","1","1","2","1","1","1","1","1","2","3","IT","DE","","0","2",2,"1","1","2","1",NA
"488","2020-03-24 13:46:49",5333851,25,"3","4","4","4","2","3","3","2","3","5","5","5","3","1","3","2","5","1","5","5","1","5","5","1","1","1","1","1","1","1","1","1","1","5","1","DE","DE","13","0","1",2,"2","2","3","2",NA
"491","2020-03-24 13:49:12",5333887,33,"3","5","4","2","5","2","3","2","4","4","3","3","3","4","4","4","3","4","4","5","1","5","5","2","7","1","1","1","1","1","1","1","2","3","1","FR","FR","12","1","1",2,"3","2","3","2",NA
"493","2020-03-24 13:50:56",5333911,24,"2","2","4","3","4","5","4","4","3","3","4","2","4","1","2","1","3","3","3","4","1","3","4","2","3","1","1","1","1","1","1","1","1","4","2","DE","DE","","2","2",2,"1","1","2","1",NA
"494","2020-03-24 13:52:03",5333935,35,"4","3","3","4","4","4","4","3","5","2","4","3","3","1","1","1","4","1","3","4","1","3","5","1","8","1","1","1","1","1","1","2","1","3","2","ER","CA","","1","2",2,"1","1","2","1",NA
"495","2020-03-24 13:52:31",5333937,23,"5","2","2","4","4","4","3","3","2","4","2","3","1","4","2","2","4","1","5","5","1","4","5","2","3","1","1","2","1","1","1","2","2","2","4","DE","DE","","0","2",2,"2","2","3","2",NA
"496","2020-03-24 13:53:18",5333955,34,"2","3","2","2","4","3","4","3","4","1","4","2","5","2","1","2","4","1","5","5","2","2","4","2","3","2","","","1","1","1","2","3","2","3","US","US","","0","2",2,"3","2","5","2",NA
"498","2020-03-24 13:53:58",5333964,34,"4","3","3","1","5","5","2","4","5","1","4","5","3","1","2","1","4","1","5","5","1","3","3","2","3","1","1","1","1","1","1","1","1","2","4","BR","DE","","0","2",2,"2","2","3","2",NA
"499","2020-03-24 13:54:03",5333967,23,"4","4","3","2","3","2","3","2","3","1","4","2","3","2","3","3","4","2","3","4","2","2","4","2","7","1","1","2","1","1","2","1","1","3","3","US","US","5","0","1",2,"3","2","7","3",NA
"500","2020-03-24 13:54:07",5333968,29,"4","4","3","2","5","2","5","2","2","4","5","1","2","3","1","1","2","2","1","3","2","2","2","4","5","1","1","1","1","1","1","2","1","2","1","US","US","7","0","1",2,"2","2","5","3",NA
"502","2020-03-24 13:55:48",5333987,31,"3","3","3","4","4","3","4","4","4","4","4","2","2","2","2","1","5","1","5","3","1","4","5","1","3","1","2","1","1","1","1","2","2","2","2","DE","DE","","0","2",2,"3","2","3","2",NA
"504","2020-03-24 13:56:30",5333991,28,"4","4","3","2","4","3","5","3","2","2","4","4","4","1","1","2","5","1","3","5","2","2","3","2","2","2","","","1","1","1","1","1","2","1","AU","DE","","0","2",2,"2","2","2","2",NA
